Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"During recruitment, the most immediate goal is to:",choose the single best applicant,create a pool of qualified applicants,train all new hires in job tasks,evaluate employee performance after probation,2,Recruitment focuses on attracting a sufficient number of qualified candidates. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"An interviewer asks one applicant, “Tell me about yourself,” and another applicant, “How would you handle an irate customer who received the wrong bill twice?” and then makes a global judgment without scoring guidelines. This interview is best described as:",structured and standardized,situational and behaviorally anchored,unstructured and vulnerable to bias,valid because it allows flexibility,3,Lack of standardization and scoring criteria increases susceptibility to bias. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which selection tool generally has the strongest direct relevance when the organization wants applicants to demonstrate they can actually perform core job tasks before hiring?,Integrity test,Interest inventory,Work sample test,Biodata form,3,Work samples require applicants to perform tasks similar to actual job duties. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Assessment centers are most useful when an organization wants to assess:,only reading comprehension,a range of managerial and interpersonal competencies through multiple exercises,exclusively personality pathology,only prior work experience,2,Assessment centers use simulations to evaluate multiple competencies. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"A supervisor rates an employee as outstanding on all dimensions because the employee is exceptionally friendly and punctual, even though actual task performance is only average. This is an example of:",recency effect,halo error,contrast effect,central tendency,2,Halo error occurs when one positive trait influences ratings on unrelated dimensions. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which source of performance ratings is most likely to provide direct information about day-to-day task performance but may also be affected by favoritism or bias?,Customers,Peers,Supervisors,Self-ratings,3,Supervisors directly observe performance but may be influenced by bias. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A training program is least likely to succeed when:,training objectives are clear,management supports transfer of training,trainees have no readiness or motivation to learn,training needs were carefully assessed,3,Motivation and readiness are essential for effective learning and transfer. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which sequence best reflects a sound training process?,"Conduct training, choose trainees, develop objectives, assess needs, evaluate outcomes","Assess needs, establish objectives, develop methods/materials, implement training, evaluate outcomes","Evaluate outcomes, assess needs, develop methods, implement training, establish objectives","Establish objectives, implement training, assess needs, evaluate outcomes, develop methods",2,Training follows a systematic process beginning with needs assessment and ending with evaluation. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"According to goal-setting principles, goals are most motivating when they are:",vague and easy so employees do not become anxious,"difficult, specific, and accompanied by feedback",broad and assigned without employee awareness,based primarily on seniority,2,"Goal-setting theory shows that specific, challenging goals with feedback enhance performance. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"A psychometrician in an organization is asked to independently interpret and release raw psychological test data to management without psychologist oversight, even though the referral purpose was only screening support. Which is the best response?","Comply, because management owns all employee data","Comply, provided the employee signed a general company waiver","Decline and follow legal and ethical limits on competence, release, and proper use of assessment results",Release only the raw scores because interpretations are optional,3,"Ethical practice and RA 10029 require adherence to scope of practice, proper supervision, and protection against misuse of psychological test data. Continuing in the exact required format. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which concept refers to the extent to which a sample represents the population from which it is drawn?,Reliability,Sampling error,Representativeness,Internal consistency,3,"Representativeness ensures that a sample accurately reflects the characteristics of the population, allowing valid generalization of results. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
An organization conducts a survey of employee engagement but only receives responses from highly satisfied employees. This is an example of:,construct validity,response bias,criterion deficiency,interrater reliability,2,"Response bias occurs when certain groups are more likely to respond, resulting in skewed and unrepresentative data. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of validity is most concerned with whether a test adequately covers the domain of job-relevant content?,Content validity,Face validity,Predictive validity,Discriminant validity,1,Content validity ensures that test items fully represent the job domain and required knowledge or skills. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A selection test shows a strong correlation with job performance measured six months after hiring. This is an example of:,concurrent validity,content validity,predictive validity,construct validity,3,Predictive validity evaluates how well a test predicts future job performance. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which is a key advantage of using multiple predictors in selection decisions?,It eliminates the need for job analysis,It increases the likelihood of capturing different aspects of job performance,It guarantees fairness across all applicants,It removes the need for validation,2,"Multiple predictors assess various dimensions of performance, improving overall decision accuracy. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which compensation system directly ties pay to individual performance outcomes?,Merit pay,Cost-of-living adjustment,Seniority-based pay,Fixed salary system,1,Merit pay links compensation directly to individual performance levels. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which theory proposes that employees compare their input-output ratios with those of others?,Expectancy theory,Equity theory,Goal-setting theory,Reinforcement theory,2,Equity theory explains motivation based on perceived fairness of input-output comparisons with others. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"According to expectancy theory, motivation is highest when:",rewards are equally distributed among employees,employees believe effort will lead to performance and performance will lead to valued outcomes,goals are vague but achievable,punishment is consistently applied,2,"Expectancy theory emphasizes expectancy, instrumentality, and valence as drivers of motivation. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"Which leadership style is characterized by inspiring followers through vision, charisma, and personal influence?",Transactional leadership,Transformational leadership,Laissez-faire leadership,Autocratic leadership,2,Transformational leaders inspire and motivate followers through vision and personal influence. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A leader who clarifies expectations and provides rewards for meeting performance goals is demonstrating:,Transformational leadership,Transactional leadership,Servant leadership,Participative leadership,2,Transactional leadership is based on exchanges such as rewards for meeting expectations. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Organizational culture refers to:,formal rules and regulations governing behavior,"shared values, beliefs, and assumptions within an organization",individual personality traits of employees,job-specific competencies required for performance,2,Organizational culture consists of shared meanings that guide behavior within the organization. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which conflict management strategy involves finding a mutually beneficial solution for both parties?,Avoiding,Competing,Compromising,Collaborating,4,Collaboration seeks a win-win solution satisfying all parties. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A team where members rely on each other’s inputs and coordinate tasks to achieve a common goal is described as:,a nominal group,an independent group,an interdependent team,a social loafing group,3,Interdependent teams require coordination and mutual reliance among members. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Social loafing refers to:,increased effort when working in groups,reduced individual effort when working in groups,conflict among team members,high levels of group cohesion,2,Social loafing occurs when individuals exert less effort in group settings. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"Which organizational structure is characterized by a clear hierarchy, centralized authority, and formalized procedures?",Organic structure,Matrix structure,Mechanistic structure,Network structure,3,"Mechanistic structures are rigid, hierarchical, and formalized. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Organizational development interventions are primarily aimed at:,improving individual test scores,enhancing organizational effectiveness and employee well-being,reducing recruitment costs only,eliminating all workplace conflict,2,Organizational development focuses on improving both effectiveness and human functioning. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Resistance to organizational change is most likely when:,employees understand the need for change,employees are involved in the change process,change threatens job security or established routines,communication about change is clear and transparent,3,Resistance arises when change threatens stability or security. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which method is most effective in reducing resistance to change?,Ignoring employee concerns,Forcing immediate compliance,Providing participation and communication,Withholding information until implementation,3,Participation and communication reduce uncertainty and increase acceptance. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Job satisfaction is best defined as:,the amount of pay an employee receives,a positive emotional state resulting from appraisal of one’s job,the number of hours worked,the level of education required for a job,2,Job satisfaction reflects an individual’s emotional evaluation of their job. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Organizational commitment refers to:,employees’ physical ability to perform tasks,employees’ attachment and loyalty to the organization,the degree of job difficulty,the number of years spent in the company,2,Organizational commitment reflects psychological attachment to the organization. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of commitment reflects an employee’s emotional attachment to the organization?,Continuance commitment,Normative commitment,Affective commitment,Structural commitment,3,Affective commitment is based on emotional attachment and identification. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Burnout is most commonly characterized by:,increased motivation and engagement,"emotional exhaustion, depersonalization, and reduced accomplishment",high levels of job satisfaction,strong organizational commitment,2,"Burnout involves exhaustion, detachment, and reduced personal accomplishment. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which stressor is most associated with role ambiguity?,Unclear job expectations,Excessive workload,Interpersonal conflict,Physical work conditions,1,Role ambiguity occurs when job expectations are unclear. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A test administrator discusses an employee’s test results with unauthorized personnel. This is a violation of:,reliability standards,confidentiality,construct validity,job analysis principles,2,Confidentiality requires protecting assessment data from unauthorized disclosure. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"Under Republic Act No. 10029, which of the following is required for an individual to practice as a psychometrician in the Philippines?",Completion of any psychology-related course,Registration and licensure by the Professional Regulation Commission,Employment in a private company,Membership in any psychological association,2,RA 10029 requires licensure and registration to legally practice as a psychometrician. --- (Continuing directly to 51–100) ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of learning occurs when behavior is strengthened or weakened based on its consequences?,Classical conditioning,Operant conditioning,Observational learning,Insight learning,2,Operant conditioning explains behavior in terms of consequences such as reinforcement and punishment. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A company implements a bonus system where employees receive rewards for meeting sales targets. This is an example of:,positive punishment,negative reinforcement,positive reinforcement,extinction,3,Positive reinforcement increases behavior by adding a desirable outcome. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which reinforcement schedule produces the highest and most consistent response rate?,Fixed interval,Fixed ratio,Variable interval,Variable ratio,4,Variable ratio schedules produce high and steady response rates and are resistant to extinction. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
An employee continues to check emails frequently because important messages may arrive at unpredictable times. This behavior is best explained by:,fixed ratio schedule,fixed interval schedule,variable interval schedule,variable ratio schedule,3,Variable interval schedules reinforce behavior at unpredictable time intervals. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"Which personality trait from the Big Five is most strongly associated with being organized, dependable, and disciplined?",Extraversion,Agreeableness,Conscientiousness,Openness to experience,3,"Conscientiousness reflects organization, reliability, and discipline. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which personality trait is most consistently related to job performance across a wide range of occupations?,Neuroticism,Conscientiousness,Openness,Extraversion,2,Conscientiousness is the strongest and most consistent predictor of job performance. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Emotional intelligence primarily involves:,solving complex mathematical problems,understanding and managing one’s own and others’ emotions,physical coordination,memory recall ability,2,"Emotional intelligence involves awareness, regulation, and management of emotions. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following best describes cognitive ability?,physical endurance in performing tasks,"ability to understand, reason, and solve problems",interpersonal communication skill,emotional regulation,2,"Cognitive ability includes reasoning, learning, and problem-solving. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Person-job fit refers to:,alignment between employee values and organizational culture,match between employee abilities and job requirements,employee satisfaction with compensation,relationship between coworkers,2,Person-job fit focuses on alignment between abilities and job demands. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Person-organization fit refers to:,compatibility between individual values and organizational values,employee productivity levels,job task efficiency,supervisor-subordinate relationship,1,Person-organization fit reflects alignment of values and culture. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is the best example of intrinsic motivation?,Working to earn a salary,Completing a task because it is interesting and enjoyable,Working to avoid punishment,Completing work for external recognition,2,Intrinsic motivation is driven by internal satisfaction and interest. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which concept refers to the degree to which a job requires completion of a whole and identifiable piece of work?,Task significance,Task identity,Skill variety,Autonomy,2,"Task identity refers to completing a whole, identifiable unit of work. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which job characteristic refers to the degree to which a job affects the lives of others?,Task identity,Task significance,Feedback,Skill variety,2,Task significance reflects the impact of a job on others. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Job enrichment involves:,reducing job complexity,increasing job depth and responsibility,eliminating employee autonomy,decreasing task variety,2,"Job enrichment enhances responsibility, autonomy, and meaningfulness. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is an example of job rotation?,Assigning more responsibility to a current role,Moving employees between different tasks or positions,Reducing workload,Increasing salary without changing duties,2,Job rotation involves shifting employees across different roles. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of unemployment occurs when workers are temporarily between jobs?,Structural unemployment,Cyclical unemployment,Frictional unemployment,Seasonal unemployment,3,Frictional unemployment occurs during transitions between jobs. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of test measures knowledge or proficiency gained through experience?,Aptitude test,Personality test,Achievement test,Interest inventory,3,Achievement tests measure learned knowledge or skills. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of selection error occurs when an applicant is hired but performs poorly?,False negative,False positive,True positive,True negative,2,A false positive occurs when an unsuitable candidate is hired. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following best describes utility analysis?,Measuring job satisfaction levels,Estimating the economic value of selection methods,Assessing personality traits,Evaluating organizational culture,2,Utility analysis evaluates the financial impact of HR practices. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which law is most directly concerned with preventing discrimination in employment practices?,RA 10029,Labor Code of the Philippines,Anti-Discrimination laws,Civil Code,3,Anti-discrimination laws specifically address fair employment practices. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A psychometrician administers a test beyond their level of training. This violates which ethical principle?,Integrity,Competence,Confidentiality,Fidelity,2,Practicing beyond one’s training violates competence standards. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Informed consent requires that:,participants are forced to comply,individuals are fully informed and voluntarily agree to participate,data is shared publicly,results are hidden from participants,2,Informed consent ensures voluntary participation based on full understanding. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which bias occurs when a rater consistently gives higher ratings than deserved?,Leniency error,Severity error,Halo effect,Recency effect,1,Leniency error involves consistently inflated ratings. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which bias occurs when recent performance disproportionately influences evaluation?,Halo effect,Recency effect,Central tendency,Contrast effect,2,Recency effect emphasizes recent behavior over earlier performance. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which concept refers to the stability of employee membership over time?,Turnover,Retention,Absenteeism,Attrition,2,Retention refers to the ability to keep employees over time. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which method is most appropriate for measuring absenteeism?,Counting number of days absent over a period,Measuring job satisfaction levels,Conducting personality assessments,Observing employee interactions,1,Absenteeism is best measured by tracking absence frequency or duration. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is the best example of counterproductive work behavior (CWB)?,Volunteering for extra tasks,Helping coworkers complete assignments,Deliberately arriving late to work,Attending training sessions,3,"CWB includes behaviors that harm the organization, such as intentional lateness. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Organizational citizenship behavior (OCB) refers to:,required job duties outlined in job descriptions,voluntary behaviors that contribute to organizational effectiveness,behaviors that violate company policies,only leadership-related activities,2,OCB includes discretionary behaviors that support the organization. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following best describes absenteeism?,Employees leaving the organization permanently,Employees being physically present but disengaged,Employees not reporting to work as scheduled,Employees performing below expectations,3,Absenteeism refers to failure to report to work. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which term refers to employees being physically present but not fully productive?,Turnover,Presenteeism,Absenteeism,Attrition,2,Presenteeism is being present but not functioning effectively. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A union is best described as:,a group of managers coordinating company policies,an organization representing employees’ interests in negotiations,a government agency regulating employment,a training and development unit,2,Unions represent workers in labor relations and negotiations. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Collective bargaining refers to:,individual negotiation between employee and supervisor,negotiation between employer and employee representatives,conflict avoidance strategies,disciplinary procedures,2,Collective bargaining involves negotiation between unions and employers. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is most likely to reduce workplace accidents?,Ignoring safety procedures,Providing safety training and enforcing standards,Increasing workload without breaks,Reducing supervision,2,Training and enforcement of safety procedures reduce accidents. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Human factors psychology primarily focuses on:,personality assessment,designing systems to fit human capabilities and limitations,recruitment strategies,organizational politics,2,Human factors focuses on optimizing human-system interaction. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Ergonomics aims to:,increase employee workload,design work environments that enhance comfort and efficiency,eliminate job satisfaction,reduce training needs entirely,2,Ergonomics improves fit between people and their work environment. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which leadership theory suggests that effective leadership depends on the match between leadership style and situational factors?,Trait theory,Behavioral theory,Contingency theory,Path-goal theory,3,Contingency theory emphasizes fit between leader and situation. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"According to path-goal theory, a leader’s role is to:",maintain strict control over employees,clarify paths to goals and remove obstacles,avoid interaction with subordinates,focus only on organizational structure,2,Path-goal theory focuses on helping employees achieve goals. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which communication direction flows from employees to management?,Downward communication,Upward communication,Horizontal communication,Diagonal communication,2,Upward communication flows from subordinates to higher levels. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which type of power is based on an individual’s expertise and knowledge?,Legitimate power,Coercive power,Expert power,Reward power,3,Expert power comes from knowledge and expertise. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is a common barrier to effective communication?,Clear language,Feedback,Noise and distractions,Active listening,3,Noise interferes with message transmission. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which decision-making bias involves relying too heavily on initial information?,Anchoring bias,Confirmation bias,Availability bias,Hindsight bias,1,Anchoring bias involves reliance on initial information. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Groupthink occurs when:,group members critically evaluate all alternatives,group members prioritize consensus over realistic appraisal,individuals work independently,conflicts are encouraged,2,Groupthink suppresses dissent in favor of consensus. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following best improves team effectiveness?,Lack of clear roles,Poor communication,Clear goals and defined roles,High conflict with no resolution,3,Clear structure improves team coordination and effectiveness. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which ethical principle emphasizes honesty and accuracy in professional work?,Integrity,Competence,Confidentiality,Responsibility,1,Integrity requires honesty and accuracy in professional practice. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
A psychometrician shares test materials with unqualified individuals. This violates:,competence,confidentiality,test security and ethical standards,job analysis principles,3,Sharing test materials compromises test integrity and violates ethical standards. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
"Under RA 10029, which activity is within the scope of a licensed psychometrician?",Independent psychotherapy,Administering and scoring psychological tests under supervision,Diagnosing mental disorders independently,Prescribing medication,2,Psychometricians are authorized to administer and score tests under supervision. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following best reflects ethical test use?,Using outdated tests without validation,Administering tests beyond competence,Ensuring proper interpretation and confidentiality of results,Sharing results publicly without consent,3,"Ethical testing requires competence, accuracy, and confidentiality. ---",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which of the following is the best example of procedural justice?,Fair distribution of rewards,Fair processes used to make decisions,Equal pay for all employees,High salary levels,2,Procedural justice concerns fairness of decision-making processes. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Distributive justice refers to:,fairness of decision-making processes,fairness of outcomes and resource distribution,communication effectiveness,leadership style,2,Distributive justice focuses on fairness of outcomes. ---,Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which factor is most strongly associated with high employee engagement?,Lack of feedback,Meaningful work and recognition,Strict supervision only,Minimal communication,2,"Engagement is driven by meaningful work, recognition, and involvement.",Medium,Industrial/Organizational Psychology,Exam 9,Exam 9
Which statement best defines industrial/organizational psychology?,The treatment of severe psychological disorders in hospital settings,The scientific study of behavior and mental processes in work settings and the application of psychology to work problems,The administration of business systems concerned only with profit,The branch of psychology devoted solely to intelligence testing,2,Industrial/organizational psychology applies psychological principles to understand and improve behavior in workplace settings.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
The scientist-practitioner model in I/O psychology means that the practitioner should:,Rely only on intuition developed from years of experience,Use research evidence to inform practice while allowing practice problems to stimulate research,Focus on laboratory experiments and avoid applied work,Use whatever intervention is popular in organizations regardless of evidence,2,The model emphasizes integration of scientific research and applied practice for effective problem-solving.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Which early contributor is most closely associated with scientific management and time-and-motion studies?,Elton Mayo,Frederick W. Taylor,Kurt Lewin,Victor Vroom,2,Taylor pioneered scientific management and emphasized efficiency through time-and-motion studies.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
The Hawthorne studies are historically important primarily because they:,Proved that brighter lighting always maximizes performance,Showed that employee behavior can be affected by attention and social factors in the work setting,Established that money is the only true motivator,Demonstrated that productivity is unrelated to work conditions,2,The studies highlighted the role of social and psychological factors in influencing employee performance.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"In research, a variable manipulated by the investigator to observe its effect is the:",Dependent variable,Extraneous variable,Independent variable,Criterion variable,3,The independent variable is deliberately manipulated to examine its effect on outcomes.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A major advantage of experimental designs is that they provide the strongest basis for:,Description only,Causal inference,Meta-analysis,Archival review,2,"Experiments allow control and manipulation, enabling conclusions about cause-and-effect relationships.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"When a measure yields consistent results over time or across raters, it demonstrates:",Content validity,Reliability,Construct deficiency,Range restriction,2,Reliability refers to the consistency and stability of measurement results.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"If an organization wants to know whether test scores predict later sales performance, the key issue is:",Face validity,Criterion-related validity,Test security,Interrater reliability,2,Criterion-related validity assesses how well a test predicts job performance outcomes.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
The primary purpose of job analysis is to:,Identify the cheapest applicants available,Determine the salary of every executive,"Describe job tasks and the knowledge, skills, abilities, and other characteristics required for effective performance",Replace all interviews with tests,3,Job analysis provides systematic information about job duties and required competencies.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Which job analysis method focuses on especially effective or ineffective job behaviors?,Critical incidents technique,Position Analysis Questionnaire,Graphology,Forced distribution,1,This method identifies specific behaviors that lead to success or failure in job performance.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A well-written job description is most useful because it:,Lists the applicant’s desired personality only,Provides a defensible summary of duties and responsibilities linked to the job,Guarantees that no legal complaint can ever arise,Eliminates the need for supervision,2,Job descriptions clarify duties and support legal defensibility in HR decisions.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Human resource planning is most directly concerned with:,Forecasting the organization’s future staffing needs,Treating employee psychopathology,Designing production machinery,Replacing all employees with automation,1,HR planning focuses on predicting and meeting future workforce requirements.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A realistic job preview is used primarily to:,Increase applicant attraction by hiding unpleasant features of the job,Improve person-job fit by giving applicants an accurate picture of job demands and rewards,Train supervisors to rate applicants,Replace background investigations,2,Realistic job previews align expectations and reduce turnover.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Which recruitment source is most likely to improve the quality of applicant fit through social knowledge of the job and organization?,Employee referrals,Random cold calling,Office gossip,Lottery selection,1,"Referrals provide insight into job and organization, improving person-job fit.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A structured interview is generally preferred over an unstructured interview because it:,Allows the interviewer to ask entirely different questions for each applicant without standards,"Improves consistency, reduces bias, and often has better validity",Removes the need for note-taking and scoring guides,Is easier to fake because questions are predictable,2,"Structured interviews standardize evaluation, improving reliability and validity.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
An interview question that asks all applicants to describe a past situation in which they resolved a customer complaint is best classified as a:,Projective question,Behavior description question,Biographical blank,Stress interview by default,2,"Behavior description questions require applicants to report past behavior, which is a strong predictor of future performance.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"The use of minimum scores on several predictors, any one of which can eliminate an applicant, is called the:",Multiple hurdle model,Compensatory model,Banding model,Assessment center model,1,"This model screens applicants in stages, requiring them to pass each hurdle to proceed.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A compensatory approach to selection assumes that:,Applicants who fail one predictor must always be rejected immediately,A higher score on one predictor can offset a lower score on another predictor,Only cognitive ability should be used in hiring,Cutoff scores are illegal,2,Compensatory models allow strengths in one area to balance weaknesses in another.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Which of the following is a classic concern in employee testing?,Whether the test is job-related and valid for its intended use,Whether the test has difficult words only,Whether the test is longer than two pages,Whether the test is liked equally by all managers,1,Validity ensures that the test measures what it is intended to and is appropriate for the job.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A false positive in personnel selection occurs when the organization:,Rejects an applicant who would have failed on the job,Accepts an applicant who later performs poorly,Accepts only high scorers,Chooses internal candidates over external ones,2,A false positive is selecting someone predicted to succeed who actually fails.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A false negative in personnel selection occurs when the organization:,Rejects an applicant who would have become a successful employee,Promotes a poor performer,Uses too many interviews,Administers a valid test,1,A false negative is failing to hire someone who would have performed well.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Assessment centers are especially valuable because they:,Rely solely on one paper-and-pencil test,Use multiple exercises and trained assessors to evaluate dimensions relevant to job performance,Are intended only for measuring intelligence,Cannot be used for development purposes,2,Assessment centers provide a comprehensive evaluation using simulations and multiple raters.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Cognitive ability tests are often used in selection because they tend to:,Have zero relationship with job performance,"Predict performance for many jobs, particularly complex jobs",Measure only honesty,Be immune from legal scrutiny,2,"Cognitive ability is a strong predictor of performance, especially in complex roles.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Integrity tests are designed primarily to assess:,Motor coordination,Counterproductive tendencies such as dishonesty or rule violation,Color blindness,Manual dexterity,2,Integrity tests assess likelihood of behaviors like theft and dishonesty.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Biodata is best described as:,Ambiguous inkblot material used for personality interpretation,Biographical information scored empirically to predict job-related outcomes,A narrative from the applicant’s references only,A record of organizational profits,2,Biodata uses past experiences to predict future job performance.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
One major legal principle in employee selection is that a tool with adverse impact should be retained only if the employer can show it is:,Popular with line managers,Job-related and consistent with business necessity,Cheap and easy to score,Used by competitors,2,Legal standards require justification of selection tools that show adverse impact.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Adverse impact is most accurately defined as:,An employee’s negative attitude after a poor performance rating,A substantially different rate of selection that disadvantages members of a protected group,The legal ban on all cognitive testing,Any complaint filed by an applicant,2,Adverse impact refers to unequal selection rates across groups.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
